datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-30 08:24:00,2.0,0.266,241.36,8.4,0.0,0.0,0.0
2006-12-30 08:25:00,2.07,0.318,240.89,8.6,0.0,0.0,0.0
2006-12-30 08:26:00,2.068,0.314,241.72,8.6,0.0,0.0,0.0
2006-12-30 08:27:00,2.058,0.306,241.19,8.6,0.0,0.0,0.0
2006-12-30 08:28:00,1.924,0.206,241.68,8.0,0.0,0.0,0.0
2006-12-30 08:29:00,1.812,0.126,241.53,7.4,0.0,0.0,0.0
2006-12-30 08:30:00,1.816,0.126,241.35,7.4,0.0,0.0,0.0
2006-12-30 08:31:00,1.804,0.122,240.67,7.4,0.0,0.0,0.0
2006-12-30 08:32:00,1.484,0.128,241.28,6.2,0.0,0.0,0.0
2006-12-30 08:33:00,1.478,0.128,240.97,6.2,0.0,0.0,0.0
2006-12-30 08:34:00,1.504,0.138,242.23,6.2,0.0,0.0,0.0
2006-12-30 08:35:00,1.57,0.24,242.39,6.4,0.0,0.0,0.0
2006-12-30 08:36:00,1.58,0.244,243.03,6.6,0.0,0.0,0.0
2006-12-30 08:37:00,1.586,0.244,243.04,6.6,0.0,0.0,0.0
2006-12-30 08:38:00,1.7,0.246,243.86,7.0,0.0,0.0,0.0
2006-12-30 08:39:00,1.254,0.252,245.33,5.4,0.0,0.0,0.0
2006-12-30 08:40:00,0.888,0.256,245.54,3.8,0.0,0.0,0.0
2006-12-30 08:41:00,0.9,0.262,246.5,3.8,0.0,0.0,0.0
2006-12-30 08:42:00,0.89,0.254,244.88,3.8,0.0,0.0,0.0
2006-12-30 08:43:00,0.998,0.366,245.12,4.4,0.0,0.0,0.0
2006-12-30 08:44:00,0.952,0.314,245.77,4.0,0.0,0.0,0.0
2006-12-30 08:45:00,0.93,0.288,245.41,4.0,0.0,0.0,0.0
2006-12-30 08:46:00,0.924,0.286,244.79,4.0,0.0,0.0,0.0
2006-12-30 08:47:00,0.95,0.298,244.59,4.2,0.0,0.0,0.0
2006-12-30 08:48:00,1.002,0.41,244.36,4.4,0.0,1.0,0.0
2006-12-30 08:49:00,0.992,0.408,244.04,4.4,0.0,1.0,0.0
2006-12-30 08:50:00,0.988,0.406,243.96,4.4,0.0,2.0,0.0
2006-12-30 08:51:00,0.988,0.402,243.56,4.4,0.0,1.0,0.0
2006-12-30 08:52:00,0.996,0.406,243.87,4.4,0.0,2.0,0.0
2006-12-30 08:53:00,1.0,0.41,244.52,4.4,0.0,1.0,0.0
2006-12-30 08:54:00,1.054,0.418,245.58,4.6,0.0,1.0,0.0
2006-12-30 08:55:00,1.49,0.532,245.2,6.6,0.0,2.0,0.0
2006-12-30 08:56:00,1.192,0.408,244.61,5.4,0.0,1.0,0.0
2006-12-30 08:57:00,1.198,0.382,243.99,5.2,0.0,2.0,0.0
2006-12-30 08:58:00,1.144,0.22,243.77,4.8,0.0,1.0,0.0
2006-12-30 08:59:00,1.356,0.216,243.51,5.6,0.0,2.0,0.0
2006-12-30 09:00:00,1.248,0.218,243.9,5.2,0.0,1.0,0.0
2006-12-30 09:01:00,1.052,0.22,243.99,4.4,0.0,1.0,0.0
2006-12-30 09:02:00,1.096,0.224,244.5,4.6,0.0,2.0,0.0
2006-12-30 09:03:00,1.104,0.23,245.28,4.6,0.0,1.0,0.0
2006-12-30 09:04:00,1.272,0.226,244.37,5.4,0.0,2.0,0.0
2006-12-30 09:05:00,1.712,0.224,244.19,7.0,0.0,1.0,0.0
2006-12-30 09:06:00,1.844,0.23,244.52,7.6,0.0,1.0,0.0
2006-12-30 09:07:00,1.908,0.242,243.86,7.8,0.0,2.0,0.0
2006-12-30 09:08:00,1.896,0.236,243.07,7.8,0.0,1.0,0.0
2006-12-30 09:09:00,2.142,0.238,242.87,9.0,0.0,1.0,2.0
2006-12-30 09:10:00,3.026,0.226,241.39,12.6,0.0,1.0,18.0
2006-12-30 09:11:00,3.01,0.214,239.67,12.6,0.0,2.0,19.0
2006-12-30 09:12:00,2.94,0.218,240.64,12.2,0.0,1.0,18.0
2006-12-30 09:13:00,2.988,0.218,241.0,12.4,0.0,1.0,18.0
2006-12-30 09:14:00,3.092,0.328,242.0,12.8,0.0,1.0,18.0
2006-12-30 09:15:00,3.166,0.422,241.04,13.2,0.0,0.0,18.0
2006-12-30 09:16:00,3.176,0.412,241.32,13.2,0.0,0.0,17.0
2006-12-30 09:17:00,3.262,0.404,241.61,13.6,0.0,0.0,18.0
2006-12-30 09:18:00,3.128,0.402,241.48,13.0,0.0,0.0,18.0
2006-12-30 09:19:00,3.272,0.388,239.79,13.6,0.0,0.0,18.0
2006-12-30 09:20:00,3.342,0.39,239.7,14.0,0.0,0.0,18.0
2006-12-30 09:21:00,3.354,0.396,240.3,14.0,0.0,0.0,17.0
2006-12-30 09:22:00,3.446,0.488,240.71,14.4,0.0,0.0,18.0
2006-12-30 09:23:00,3.448,0.496,241.17,14.4,0.0,0.0,18.0
2006-12-30 09:24:00,3.242,0.236,241.48,13.4,0.0,0.0,18.0
2006-12-30 09:25:00,3.188,0.222,240.21,13.2,0.0,0.0,17.0
2006-12-30 09:26:00,3.178,0.224,240.2,13.2,0.0,0.0,18.0
2006-12-30 09:27:00,3.16,0.22,239.69,13.2,0.0,0.0,18.0
2006-12-30 09:28:00,3.168,0.224,240.26,13.2,0.0,0.0,17.0
2006-12-30 09:29:00,2.93,0.22,239.55,12.4,0.0,0.0,18.0
2006-12-30 09:30:00,2.324,0.226,240.73,9.6,0.0,0.0,18.0
2006-12-30 09:31:00,2.362,0.228,241.14,9.8,0.0,0.0,18.0
2006-12-30 09:32:00,2.412,0.23,241.55,10.0,0.0,0.0,17.0
2006-12-30 09:33:00,2.548,0.23,241.71,10.6,0.0,0.0,18.0
2006-12-30 09:34:00,2.54,0.23,241.85,10.4,0.0,0.0,18.0
2006-12-30 09:35:00,2.524,0.228,241.26,10.4,0.0,0.0,18.0
2006-12-30 09:36:00,2.524,0.226,240.71,10.4,0.0,0.0,18.0
2006-12-30 09:37:00,2.434,0.108,239.97,10.2,0.0,0.0,17.0
2006-12-30 09:38:00,2.422,0.09,240.19,10.0,0.0,0.0,18.0
2006-12-30 09:39:00,2.414,0.09,240.1,10.0,0.0,0.0,18.0
2006-12-30 09:40:00,2.408,0.088,240.21,10.0,0.0,0.0,17.0
2006-12-30 09:41:00,2.474,0.088,239.97,10.2,0.0,0.0,18.0
2006-12-30 09:42:00,2.238,0.064,240.86,9.2,0.0,0.0,18.0
2006-12-30 09:43:00,2.082,0.0,241.95,8.6,0.0,0.0,18.0
2006-12-30 09:44:00,2.32,0.0,241.67,9.6,0.0,0.0,18.0
2006-12-30 09:45:00,2.296,0.0,241.77,9.4,0.0,0.0,18.0
2006-12-30 09:46:00,2.564,0.114,240.9,10.6,0.0,0.0,17.0
2006-12-30 09:47:00,4.032,0.134,239.4,17.2,0.0,24.0,18.0
2006-12-30 09:48:00,4.722,0.142,239.69,19.6,0.0,37.0,18.0
2006-12-30 09:49:00,4.036,0.1,240.06,17.2,0.0,29.0,17.0
2006-12-30 09:50:00,4.596,0.104,239.34,19.2,0.0,37.0,18.0
2006-12-30 09:51:00,4.11,0.074,239.73,17.4,0.0,29.0,17.0
2006-12-30 09:52:00,4.744,0.084,239.0,20.0,0.0,38.0,18.0
2006-12-30 09:53:00,6.808,0.046,235.95,28.8,0.0,73.0,17.0
2006-12-30 09:54:00,6.826,0.074,235.86,28.8,0.0,72.0,17.0
2006-12-30 09:55:00,6.9,0.21,235.19,29.2,0.0,73.0,17.0
2006-12-30 09:56:00,6.898,0.266,234.32,29.4,0.0,71.0,17.0
2006-12-30 09:57:00,6.92,0.258,234.6,29.4,0.0,73.0,17.0
2006-12-30 09:58:00,6.94,0.266,235.01,29.4,0.0,72.0,17.0
2006-12-30 09:59:00,6.938,0.262,235.14,29.4,0.0,72.0,17.0
2006-12-30 10:00:00,7.016,0.302,236.0,29.6,0.0,73.0,17.0
2006-12-30 10:01:00,7.07,0.29,236.07,29.8,1.0,73.0,17.0
2006-12-30 10:02:00,8.024,0.276,234.53,34.4,16.0,72.0,17.0
2006-12-30 10:03:00,9.078,0.252,233.69,38.8,38.0,71.0,16.0
2006-12-30 10:04:00,8.176,0.274,234.27,35.2,37.0,58.0,17.0
2006-12-30 10:05:00,7.068,0.284,236.3,29.8,37.0,37.0,17.0
2006-12-30 10:06:00,6.698,0.298,237.01,28.4,38.0,32.0,17.0
2006-12-30 10:07:00,6.218,0.414,237.4,26.2,38.0,19.0,18.0
2006-12-30 10:08:00,3.4,0.106,239.7,14.2,0.0,1.0,18.0
2006-12-30 10:09:00,3.406,0.108,239.94,14.2,0.0,1.0,18.0
2006-12-30 10:10:00,6.816,0.378,236.89,28.8,37.0,28.0,17.0
2006-12-30 10:11:00,7.026,0.384,234.45,30.0,37.0,35.0,17.0
2006-12-30 10:12:00,6.074,0.388,235.13,25.8,38.0,17.0,17.0
2006-12-30 10:13:00,6.962,0.394,234.31,29.8,34.0,36.0,17.0
2006-12-30 10:14:00,4.936,0.482,236.44,21.0,1.0,35.0,17.0
2006-12-30 10:15:00,3.92,0.438,236.63,16.6,1.0,17.0,17.0
2006-12-30 10:16:00,5.188,0.398,235.01,22.2,2.0,34.0,17.0
2006-12-30 10:17:00,7.132,0.36,232.86,30.6,36.0,36.0,17.0
2006-12-30 10:18:00,7.076,0.29,232.3,30.4,37.0,36.0,16.0
2006-12-30 10:19:00,4.84,0.268,234.57,20.8,4.0,34.0,17.0
2006-12-30 10:20:00,3.902,0.29,235.52,16.6,1.0,17.0,17.0
2006-12-30 10:21:00,5.028,0.282,234.09,21.6,3.0,34.0,17.0
2006-12-30 10:22:00,6.916,0.312,232.47,29.8,37.0,21.0,17.0
2006-12-30 10:23:00,7.932,0.276,231.96,34.2,36.0,39.0,16.0
2006-12-30 10:24:00,6.776,0.306,233.64,29.0,37.0,32.0,17.0
2006-12-30 10:25:00,6.426,0.292,233.99,27.6,36.0,24.0,17.0
2006-12-30 10:26:00,7.938,0.32,232.3,34.2,37.0,36.0,16.0
2006-12-30 10:27:00,6.814,0.23,233.89,29.0,36.0,35.0,17.0
2006-12-30 10:28:00,6.272,0.254,235.12,26.8,37.0,29.0,17.0
2006-12-30 10:29:00,5.638,0.246,235.29,24.0,37.0,17.0,17.0
2006-12-30 10:30:00,4.072,0.31,236.72,17.6,3.0,27.0,17.0
2006-12-30 10:31:00,3.53,0.376,236.6,15.0,0.0,19.0,17.0
2006-12-30 10:32:00,3.742,0.362,235.89,16.4,0.0,21.0,17.0
2006-12-30 10:33:00,4.528,0.36,234.48,19.2,1.0,36.0,17.0
2006-12-30 10:34:00,3.51,0.352,236.18,15.2,0.0,19.0,17.0
2006-12-30 10:35:00,4.082,0.332,234.91,17.6,0.0,26.0,17.0
2006-12-30 10:36:00,3.886,0.342,234.49,17.0,0.0,22.0,17.0
2006-12-30 10:37:00,3.858,0.334,234.98,16.6,0.0,22.0,17.0
2006-12-30 10:38:00,3.096,0.336,236.08,13.6,0.0,15.0,17.0
2006-12-30 10:39:00,2.594,0.408,236.96,11.0,0.0,5.0,17.0
2006-12-30 10:40:00,2.566,0.454,236.7,11.0,0.0,4.0,18.0
2006-12-30 10:41:00,2.514,0.35,236.09,10.6,0.0,5.0,17.0
2006-12-30 10:42:00,2.602,0.468,236.33,11.2,0.0,4.0,17.0
2006-12-30 10:43:00,2.66,0.49,238.03,11.2,0.0,5.0,17.0
2006-12-30 10:44:00,2.644,0.506,238.56,11.2,0.0,5.0,18.0
2006-12-30 10:45:00,2.674,0.5,239.09,11.2,0.0,5.0,17.0
2006-12-30 10:46:00,2.554,0.472,239.79,10.8,0.0,3.0,18.0
2006-12-30 10:47:00,2.472,0.45,239.36,10.4,0.0,1.0,17.0
2006-12-30 10:48:00,2.496,0.456,239.77,10.6,0.0,2.0,18.0
2006-12-30 10:49:00,2.47,0.45,239.43,10.4,0.0,1.0,17.0
2006-12-30 10:50:00,2.488,0.454,239.46,10.4,0.0,2.0,18.0
2006-12-30 10:51:00,2.464,0.448,239.31,10.4,0.0,2.0,18.0
2006-12-30 10:52:00,2.472,0.45,238.85,10.4,0.0,1.0,17.0
2006-12-30 10:53:00,2.444,0.442,238.37,10.4,0.0,2.0,17.0
2006-12-30 10:54:00,2.442,0.44,237.52,10.4,0.0,1.0,18.0
2006-12-30 10:55:00,2.422,0.436,237.25,10.2,0.0,2.0,17.0
2006-12-30 10:56:00,2.42,0.436,237.15,10.2,0.0,1.0,17.0
2006-12-30 10:57:00,2.436,0.436,236.83,10.4,0.0,2.0,17.0
2006-12-30 10:58:00,2.71,0.398,236.43,11.6,0.0,1.0,18.0
2006-12-30 10:59:00,2.75,0.294,235.89,11.6,0.0,1.0,17.0
2006-12-30 11:00:00,2.59,0.296,235.96,11.0,0.0,2.0,17.0
2006-12-30 11:01:00,3.604,0.344,234.62,16.0,0.0,16.0,17.0
2006-12-30 11:02:00,4.434,0.318,233.54,19.0,0.0,36.0,16.0
2006-12-30 11:03:00,3.914,0.322,233.7,17.2,0.0,29.0,17.0
2006-12-30 11:04:00,4.39,0.312,233.0,18.8,0.0,37.0,17.0
2006-12-30 11:05:00,3.896,0.322,233.25,17.2,0.0,28.0,16.0
2006-12-30 11:06:00,5.718,0.302,231.45,25.0,0.0,56.0,17.0
2006-12-30 11:07:00,6.656,0.312,231.33,28.8,0.0,71.0,16.0
2006-12-30 11:08:00,6.668,0.298,231.69,28.8,0.0,71.0,17.0
2006-12-30 11:09:00,6.714,0.312,231.73,29.0,0.0,71.0,16.0
2006-12-30 11:10:00,6.754,0.388,231.02,29.2,0.0,71.0,17.0
2006-12-30 11:11:00,6.788,0.4,229.7,29.6,0.0,70.0,16.0
2006-12-30 11:12:00,6.86,0.382,229.29,29.8,0.0,69.0,16.0
2006-12-30 11:13:00,6.702,0.312,229.36,29.2,0.0,69.0,16.0
2006-12-30 11:14:00,6.656,0.298,229.11,29.0,0.0,68.0,16.0
2006-12-30 11:15:00,6.32,0.314,230.34,27.6,0.0,67.0,16.0
2006-12-30 11:16:00,4.444,0.324,232.16,19.2,0.0,35.0,17.0
2006-12-30 11:17:00,6.176,0.32,231.11,26.8,0.0,64.0,16.0
2006-12-30 11:18:00,4.464,0.358,233.12,19.2,0.0,36.0,17.0
2006-12-30 11:19:00,4.466,0.344,233.83,19.0,0.0,35.0,17.0
2006-12-30 11:20:00,4.036,0.288,235.77,17.2,0.0,30.0,17.0
2006-12-30 11:21:00,3.55,0.27,236.03,15.2,0.0,20.0,17.0
2006-12-30 11:22:00,4.494,0.248,234.99,19.0,0.0,36.0,17.0
2006-12-30 11:23:00,4.57,0.348,234.67,19.4,0.0,36.0,17.0
2006-12-30 11:24:00,3.91,0.398,235.76,16.8,0.0,26.0,17.0
2006-12-30 11:25:00,3.958,0.436,236.22,17.0,0.0,25.0,17.0
2006-12-30 11:26:00,4.176,0.362,236.51,17.6,0.0,36.0,17.0
2006-12-30 11:27:00,3.512,0.338,237.42,15.0,0.0,27.0,17.0
2006-12-30 11:28:00,3.584,0.336,237.46,15.4,0.0,24.0,18.0
2006-12-30 11:29:00,4.28,0.32,237.1,18.0,0.0,36.0,17.0
2006-12-30 11:30:00,3.386,0.332,238.27,14.4,0.0,24.0,17.0
2006-12-30 11:31:00,3.742,0.328,237.65,16.0,0.0,28.0,18.0
2006-12-30 11:32:00,3.822,0.362,237.35,16.2,0.0,32.0,17.0
2006-12-30 11:33:00,3.18,0.37,237.85,13.6,0.0,19.0,17.0
2006-12-30 11:34:00,4.42,0.398,235.79,18.8,0.0,40.0,17.0
2006-12-30 11:35:00,3.25,0.338,236.99,13.8,0.0,24.0,17.0
2006-12-30 11:36:00,3.848,0.244,235.79,16.4,0.0,34.0,17.0
2006-12-30 11:37:00,3.542,0.25,235.72,15.2,0.0,32.0,18.0
2006-12-30 11:38:00,3.286,0.242,236.92,14.0,0.0,25.0,17.0
2006-12-30 11:39:00,3.356,0.062,237.42,14.4,0.0,29.0,17.0
2006-12-30 11:40:00,2.736,0.066,237.5,11.6,0.0,17.0,17.0
2006-12-30 11:41:00,3.328,0.054,238.12,14.4,0.0,28.0,18.0
2006-12-30 11:42:00,3.162,0.072,239.26,13.4,0.0,25.0,17.0
2006-12-30 11:43:00,2.736,0.066,239.91,11.8,0.0,17.0,18.0
2006-12-30 11:44:00,3.476,0.07,238.93,14.6,0.0,31.0,17.0
2006-12-30 11:45:00,2.656,0.066,240.19,11.4,0.0,15.0,18.0
2006-12-30 11:46:00,3.5,0.066,238.58,14.8,0.0,31.0,17.0
2006-12-30 11:47:00,2.564,0.064,239.64,11.0,0.0,14.0,18.0
2006-12-30 11:48:00,3.504,0.066,237.92,14.8,0.0,31.0,17.0
2006-12-30 11:49:00,2.256,0.092,238.99,9.6,0.0,11.0,18.0
2006-12-30 11:50:00,1.96,0.184,239.06,8.2,0.0,3.0,17.0
2006-12-30 11:51:00,1.932,0.168,238.73,8.0,0.0,4.0,18.0
2006-12-30 11:52:00,2.016,0.184,239.57,8.4,0.0,3.0,17.0
2006-12-30 11:53:00,2.012,0.18,240.56,8.4,0.0,3.0,18.0
2006-12-30 11:54:00,1.96,0.188,240.25,8.2,0.0,4.0,18.0
2006-12-30 11:55:00,1.96,0.182,240.65,8.2,0.0,3.0,18.0
2006-12-30 11:56:00,1.95,0.19,240.43,8.2,0.0,3.0,17.0
2006-12-30 11:57:00,1.876,0.158,240.48,7.8,0.0,3.0,18.0
2006-12-30 11:58:00,1.75,0.122,239.79,7.2,0.0,0.0,18.0
2006-12-30 11:59:00,1.702,0.0,239.76,7.0,0.0,0.0,17.0
2006-12-30 12:00:00,1.664,0.0,238.34,7.0,0.0,0.0,18.0
2006-12-30 12:01:00,1.686,0.0,238.58,7.0,0.0,0.0,17.0
2006-12-30 12:02:00,1.658,0.0,238.51,7.0,0.0,0.0,18.0
2006-12-30 12:03:00,1.776,0.118,238.28,7.4,0.0,1.0,17.0
2006-12-30 12:04:00,1.78,0.148,239.18,7.4,0.0,0.0,17.0
2006-12-30 12:05:00,1.798,0.154,239.49,7.4,0.0,0.0,18.0
2006-12-30 12:06:00,1.768,0.152,239.56,7.4,0.0,0.0,18.0
2006-12-30 12:07:00,1.784,0.156,239.52,7.4,0.0,0.0,17.0
2006-12-30 12:08:00,1.754,0.148,238.8,7.4,0.0,0.0,18.0
2006-12-30 12:09:00,1.77,0.152,238.66,7.4,0.0,1.0,17.0
2006-12-30 12:10:00,1.756,0.148,239.1,7.4,0.0,0.0,18.0
2006-12-30 12:11:00,1.78,0.152,238.77,7.4,0.0,0.0,17.0
2006-12-30 12:12:00,1.772,0.148,238.87,7.4,0.0,0.0,18.0
2006-12-30 12:13:00,1.77,0.148,238.67,7.4,0.0,0.0,17.0
2006-12-30 12:14:00,1.786,0.154,239.26,7.4,0.0,0.0,18.0
2006-12-30 12:15:00,1.774,0.152,239.75,7.4,0.0,1.0,17.0
2006-12-30 12:16:00,1.792,0.156,239.72,7.4,0.0,0.0,18.0
2006-12-30 12:17:00,1.776,0.154,240.12,7.4,0.0,0.0,17.0
2006-12-30 12:18:00,1.784,0.148,239.56,7.4,0.0,0.0,18.0
2006-12-30 12:19:00,1.686,0.0,240.12,7.0,0.0,0.0,18.0
2006-12-30 12:20:00,1.732,0.0,239.67,7.2,0.0,1.0,17.0
2006-12-30 12:21:00,1.786,0.0,240.01,7.4,0.0,0.0,18.0
2006-12-30 12:22:00,1.802,0.0,239.69,7.4,0.0,0.0,18.0
2006-12-30 12:23:00,1.77,0.0,239.79,7.4,0.0,0.0,17.0
2006-12-30 12:24:00,1.78,0.0,239.45,7.4,0.0,0.0,18.0
2006-12-30 12:25:00,1.774,0.0,240.34,7.4,0.0,0.0,17.0
2006-12-30 12:26:00,1.788,0.0,239.94,7.4,0.0,1.0,18.0
2006-12-30 12:27:00,1.768,0.0,240.05,7.4,0.0,0.0,18.0
2006-12-30 12:28:00,1.802,0.0,239.74,7.4,0.0,0.0,17.0
2006-12-30 12:29:00,1.806,0.114,239.22,7.6,0.0,0.0,18.0
2006-12-30 12:30:00,1.81,0.108,239.93,7.4,0.0,0.0,17.0
2006-12-30 12:31:00,2.022,0.094,238.89,8.4,0.0,0.0,18.0
2006-12-30 12:32:00,2.028,0.096,239.03,8.4,0.0,0.0,17.0
2006-12-30 12:33:00,1.976,0.106,238.32,8.2,0.0,0.0,18.0
2006-12-30 12:34:00,1.986,0.21,237.45,8.4,0.0,2.0,17.0
2006-12-30 12:35:00,2.508,0.262,237.39,11.2,0.0,11.0,17.0
2006-12-30 12:36:00,3.846,0.242,236.38,16.2,0.0,38.0,18.0
2006-12-30 12:37:00,3.188,0.344,237.41,14.0,0.0,29.0,17.0
2006-12-30 12:38:00,3.77,0.332,237.53,15.8,0.0,37.0,17.0
2006-12-30 12:39:00,3.268,0.348,238.48,14.2,0.0,29.0,18.0
2006-12-30 12:40:00,3.792,0.33,238.61,15.8,0.0,38.0,17.0
2006-12-30 12:41:00,4.032,0.338,238.04,17.0,0.0,38.0,17.0
2006-12-30 12:42:00,3.942,0.314,237.76,16.6,0.0,38.0,18.0
2006-12-30 12:43:00,3.974,0.338,238.21,16.6,0.0,39.0,17.0
2006-12-30 12:44:00,5.634,0.408,235.97,24.2,0.0,63.0,17.0
2006-12-30 12:45:00,6.126,0.418,235.11,26.0,0.0,74.0,17.0
2006-12-30 12:46:00,6.136,0.4,235.38,26.0,0.0,73.0,17.0
2006-12-30 12:47:00,6.284,0.416,235.62,26.6,0.0,74.0,17.0
2006-12-30 12:48:00,6.206,0.396,235.24,26.4,0.0,74.0,17.0
2006-12-30 12:49:00,6.192,0.416,235.77,26.2,0.0,73.0,17.0
2006-12-30 12:50:00,6.13,0.392,235.54,26.0,0.0,74.0,17.0
2006-12-30 12:51:00,6.12,0.406,235.15,26.0,0.0,74.0,17.0
2006-12-30 12:52:00,6.086,0.386,234.74,25.8,0.0,73.0,17.0
2006-12-30 12:53:00,6.086,0.4,234.52,26.0,0.0,74.0,17.0
2006-12-30 12:54:00,6.082,0.384,234.71,25.8,0.0,73.0,17.0
2006-12-30 12:55:00,6.116,0.434,235.26,26.0,0.0,74.0,17.0
2006-12-30 12:56:00,6.114,0.59,235.89,26.0,0.0,74.0,17.0
2006-12-30 12:57:00,6.198,0.604,237.3,26.2,0.0,74.0,17.0
2006-12-30 12:58:00,4.106,0.608,238.81,17.4,0.0,42.0,17.0
2006-12-30 12:59:00,4.026,0.52,238.47,17.0,0.0,39.0,18.0
2006-12-30 13:00:00,4.002,0.504,239.09,16.8,0.0,39.0,17.0
2006-12-30 13:01:00,3.966,0.512,237.99,16.8,0.0,38.0,18.0
2006-12-30 13:02:00,3.62,0.342,238.86,15.2,0.0,35.0,17.0
2006-12-30 13:03:00,3.754,0.574,238.66,16.4,0.0,19.0,18.0
2006-12-30 13:04:00,5.148,0.554,237.67,22.0,0.0,38.0,17.0
2006-12-30 13:05:00,3.908,0.372,237.86,16.4,0.0,39.0,17.0
2006-12-30 13:06:00,3.678,0.412,238.33,15.6,0.0,36.0,18.0
2006-12-30 13:07:00,3.826,0.67,238.3,16.6,0.0,19.0,17.0
2006-12-30 13:08:00,5.38,0.664,236.72,22.8,0.0,38.0,17.0
2006-12-30 13:09:00,3.916,0.6,238.5,17.0,0.0,22.0,18.0
2006-12-30 13:10:00,3.55,0.418,239.3,15.0,0.0,31.0,17.0
2006-12-30 13:11:00,3.174,0.388,239.14,13.6,0.0,29.0,18.0
2006-12-30 13:12:00,2.878,0.262,239.59,12.4,0.0,26.0,17.0
2006-12-30 13:13:00,3.366,0.262,238.96,14.2,0.0,32.0,18.0
2006-12-30 13:14:00,2.35,0.282,239.91,9.8,0.0,18.0,17.0
2006-12-30 13:15:00,3.444,0.2,240.06,14.6,0.0,33.0,18.0
2006-12-30 13:16:00,2.64,0.246,241.81,11.0,0.0,24.0,18.0
2006-12-30 13:17:00,3.512,0.254,240.76,14.8,0.0,35.0,18.0
2006-12-30 13:18:00,2.666,0.256,240.89,11.0,0.0,24.0,18.0
2006-12-30 13:19:00,3.45,0.25,240.0,14.8,0.0,35.0,17.0
2006-12-30 13:20:00,2.756,0.248,240.31,11.6,0.0,25.0,18.0
2006-12-30 13:21:00,2.996,0.182,239.94,13.0,0.0,28.0,18.0
2006-12-30 13:22:00,2.84,0.174,239.75,12.0,0.0,20.0,17.0
2006-12-30 13:23:00,2.378,0.176,240.19,9.8,0.0,4.0,18.0
2006-12-30 13:24:00,2.182,0.314,240.4,9.2,0.0,5.0,18.0
2006-12-30 13:25:00,2.012,0.312,240.52,8.6,0.0,5.0,17.0
2006-12-30 13:26:00,1.692,0.324,240.62,7.0,0.0,5.0,18.0
2006-12-30 13:27:00,1.658,0.316,240.62,7.0,0.0,4.0,18.0
2006-12-30 13:28:00,1.622,0.224,240.32,6.8,0.0,4.0,17.0
2006-12-30 13:29:00,1.578,0.196,240.83,6.6,0.0,3.0,18.0
2006-12-30 13:30:00,1.578,0.19,239.95,6.6,0.0,3.0,18.0
2006-12-30 13:31:00,1.38,0.136,239.85,5.8,0.0,0.0,17.0
2006-12-30 13:32:00,1.41,0.148,240.96,5.8,0.0,1.0,18.0
2006-12-30 13:33:00,1.392,0.144,241.03,5.8,0.0,0.0,18.0
2006-12-30 13:34:00,1.5,0.144,240.89,6.2,0.0,0.0,18.0
2006-12-30 13:35:00,1.42,0.146,241.45,5.8,0.0,0.0,18.0
2006-12-30 13:36:00,2.138,0.142,241.26,9.2,0.0,0.0,17.0
2006-12-30 13:37:00,2.384,0.132,240.61,10.2,0.0,0.0,18.0
2006-12-30 13:38:00,1.438,0.16,242.1,6.0,0.0,1.0,18.0
2006-12-30 13:39:00,2.064,0.134,241.72,9.0,0.0,0.0,18.0
2006-12-30 13:40:00,1.37,0.054,242.06,5.6,0.0,0.0,18.0
2006-12-30 13:41:00,1.382,0.118,242.0,5.6,0.0,0.0,18.0
2006-12-30 13:42:00,1.406,0.122,242.32,5.8,0.0,0.0,18.0
2006-12-30 13:43:00,1.386,0.118,242.24,5.6,0.0,0.0,18.0
2006-12-30 13:44:00,1.394,0.118,241.33,5.8,0.0,1.0,18.0
2006-12-30 13:45:00,1.368,0.112,240.77,5.6,0.0,0.0,17.0
2006-12-30 13:46:00,1.39,0.118,241.22,5.8,0.0,0.0,18.0
2006-12-30 13:47:00,1.376,0.116,241.78,5.6,0.0,0.0,18.0
2006-12-30 13:48:00,1.39,0.118,241.34,5.8,0.0,0.0,18.0
2006-12-30 13:49:00,1.366,0.112,241.03,5.6,0.0,0.0,18.0
2006-12-30 13:50:00,1.354,0.08,240.38,5.6,0.0,1.0,18.0
2006-12-30 13:51:00,1.294,0.0,240.86,5.4,0.0,0.0,17.0
2006-12-30 13:52:00,1.308,0.0,240.24,5.4,0.0,0.0,18.0
2006-12-30 13:53:00,1.292,0.0,240.54,5.4,0.0,0.0,18.0
2006-12-30 13:54:00,1.31,0.0,240.56,5.4,0.0,0.0,17.0
2006-12-30 13:55:00,1.296,0.0,241.05,5.4,0.0,0.0,18.0
2006-12-30 13:56:00,1.322,0.0,241.64,5.4,0.0,1.0,18.0
2006-12-30 13:57:00,1.312,0.0,241.47,5.4,0.0,0.0,18.0
2006-12-30 13:58:00,1.302,0.0,240.86,5.4,0.0,0.0,18.0
2006-12-30 13:59:00,1.314,0.0,240.86,5.4,0.0,0.0,17.0
2006-12-30 14:00:00,1.292,0.0,240.59,5.4,0.0,0.0,18.0
2006-12-30 14:01:00,1.324,0.0,241.77,5.4,0.0,1.0,18.0
2006-12-30 14:02:00,1.316,0.0,242.77,5.4,0.0,0.0,18.0
2006-12-30 14:03:00,1.334,0.0,242.47,5.4,0.0,0.0,18.0
